Parcel,Crop,Area (ha),NDVI,NDRE,Vigor Z,Heterog.,Runoff,Conf.,Risk Score,Risk Level
LPIS-61773936589_106A,Winter Wheat,4.800000190734863,0.685,0.447,,12.4,40,0.55,17.5,Low
LPIS-61544065276_9C,Rapeseed,4.800000190734863,0.696,0.511,,7,15,0.55,8.9,Low
LPIS-61613971077_58A,Spring Barley,4.800000190734863,0.855,0.631,,13.4,40,0.34,34.2,Moderate
LPIS-61634056442_130A,Winter Wheat,4.789999961853027,0.771,0.576,,14.2,40,0.51,18.8,Low
LPIS-61564069134_5A,Spring Barley,4.789999961853027,0.655,0.508,,14,15,0.72,10.1,Low
LPIS-61614013051_3A,Winter Wheat,4.789999961853027,0.764,0.587,,8.1,15,0.59,9.4,Low
LPIS-61543942220_3A,Ley / Grass,4.78000020980835,0.574,0.388,,20.6,15,0.39,9.6,Low
LPIS-61483972625_1A,Peas,4.78000020980835,0.713,0.578,,22.4,15,0.49,11.4,Low
LPIS-61603981986_30A,Rapeseed,4.78000020980835,0.866,0.688,,4.6,40,0.5,38.4,Moderate
LPIS-61674025425_155A,Maize,4.78000020980835,0.343,0.228,,77.6,40,0.65,24.1,Low
LPIS-61723996194_6A,Unknown,4.769999980926514,0.677,0.438,,11.8,40,0.61,17.3,Low
LPIS-61564071173_17A,Ley / Grass,4.769999980926514,0.737,0.474,,13.6,40,0.62,22.4,Low
LPIS-61573990581_11A,Rapeseed,4.769999980926514,0.821,0.629,,9,15,0.56,21.1,Low
LPIS-61763984560_140A,Unknown,4.760000228881836,0.715,0.492,,12.8,15,0.66,15.2,Low
LPIS-61603976012_113A,Ley / Grass,4.760000228881836,0.785,0.513,,8.7,15,0.46,22.1,Low
LPIS-61613977616_18A,Ley / Grass,4.75,0.82,0.539,,5.8,15,0.43,28.3,Low
LPIS-61544017478_8A,Winter Wheat,4.739999771118164,0.804,0.63,,8.9,15,0.81,14.1,Low
LPIS-61653980179_1A,Spring Barley,4.739999771118164,0.733,0.49,,15.2,40,0.59,17.9,Low
LPIS-61533920273_51A,Winter Wheat,4.730000019073486,0.762,0.603,,15.8,15,0.77,10.5,Low
LPIS-61714001213_8A,Spring Barley,4.730000019073486,0.793,0.605,,14.4,40,0.75,22.3,Low
LPIS-61513909598_25A,Spring Barley,4.730000019073486,0.823,0.577,,4.7,15,0.37,17.6,Low
LPIS-61484002109_50A,Winter Wheat,4.730000019073486,0.771,0.519,,21.7,15,0.56,9.6,Low
LPIS-61743979103_16A,Winter Wheat,4.71999979019165,0.847,0.606,,13.6,40,0.62,32.4,Moderate
LPIS-61624068942_9A,Ley / Grass,4.71999979019165,0.668,0.448,,21.2,40,0.67,18.6,Low
LPIS-61533977680_7C,Spring Barley,4.71999979019165,0.867,0.713,,10.6,15,0.8,28.3,Low
LPIS-61733955538_24A,Maize,4.71999979019165,0.853,0.592,,7.7,40,0.72,36.5,Moderate
LPIS-61783971291_171A,Unknown,4.71999979019165,0.674,0.431,,17.1,40,0.48,17.8,Low
LPIS-61763955756_13A,Ley / Grass,4.710000038146973,0.56,0.356,,19.1,40,0.69,17.9,Low
LPIS-61693938826_1A,Ley / Grass,4.710000038146973,0.556,0.354,,25.8,40,0.72,18.6,Low
LPIS-61594060708_73A,Spring Barley,4.699999809265137,0.784,0.631,,15.1,40,0.58,21.1,Low
LPIS-61464003513_33B,Spring Barley,4.690000057220459,0.562,0.39,,12.3,15,0.44,9,Low
LPIS-61504011197_2A,Winter Wheat,4.690000057220459,0.816,0.657,,5.7,15,0.41,16.7,Low
LPIS-61544065276_9B,Rapeseed,4.690000057220459,0.69,0.507,,8,40,0.41,18,Low
LPIS-61523946159_5C,Fallow,4.679999828338623,0.883,0.733,,3.8,15,0.76,46.8,Moderate
LPIS-61723988858_2A,Ley / Grass,4.679999828338623,0.597,0.396,,14.8,40,0.69,17.8,Low
LPIS-61643995348_32A,Ley / Grass,4.679999828338623,0.606,0.414,,33.7,40,0.74,20,Low
LPIS-61594013259_5A,Ley / Grass,4.670000076293945,0.699,0.489,,18.6,15,0.48,9.7,Low
LPIS-61683910587_2A,Ley / Grass,4.670000076293945,0.646,0.397,,10.2,40,0.62,16.8,Low
LPIS-61704013107_15A,Spring Barley,4.670000076293945,0.661,0.502,,13.1,40,0.9,18.8,Low
LPIS-61473965167_7A,Spring Barley,4.670000076293945,0.639,0.506,,19.1,5,0.7,7.2,Low
LPIS-61544019782_1A,Sugar Beet,4.670000076293945,0.805,0.601,,12.9,15,0.88,15.1,Low
LPIS-61684026387_2A,Unknown,4.659999847412109,0.574,0.393,,26.9,40,0.67,19.3,Low
LPIS-61554056006_43A,Winter Wheat,4.659999847412109,0.817,0.647,,11.7,40,0.43,26.5,Low
LPIS-61733984251_25A,Winter Wheat,4.659999847412109,0.726,0.56,,19,40,0.86,19.5,Low
LPIS-61554060343_13A,Rapeseed,4.659999847412109,0.713,0.565,,4,15,0.63,9.3,Low
LPIS-61574085209_51A,Rapeseed,4.659999847412109,0.892,0.698,,4.8,40,0.74,51.6,Moderate
LPIS-61584010959_9A,Spring Wheat,4.659999847412109,0.318,0.229,,100,15,0.56,18,Low
LPIS-61763955722_117A,Rapeseed,4.650000095367432,0.673,0.466,,21.2,40,0.99,18.8,Low
LPIS-61653995645_89A,Ley / Grass,4.650000095367432,0.532,0.34,,20,40,0.74,18.1,Low
LPIS-61564069315_6A,Spring Wheat,4.630000114440918,0.641,0.484,,10.1,15,0.46,9.5,Low
LPIS-61683943605_8A,Winter Wheat,4.630000114440918,0.859,0.662,,11.7,40,0.76,35.5,Moderate
LPIS-61583990718_1A,Winter Wheat,4.619999885559082,0.725,0.513,,14.7,15,0.71,9.4,Low
LPIS-61473957231_55A,Spring Barley,4.619999885559082,0.652,0.502,,12,40,0.42,18.9,Low
LPIS-61624054313_12A,Ley / Grass,4.610000133514404,0.639,0.417,,25.5,40,0.43,18.8,Low
LPIS-61574051897_9A,Sugar Beet,4.610000133514404,0.739,0.566,,18.7,15,0.61,10.5,Low
LPIS-61714029127_18A,Winter Wheat,4.599999904632568,0.743,0.556,,10.2,40,0.84,18.4,Low
LPIS-61534041134_68A,Sugar Beet,4.599999904632568,0.801,0.54,,12.6,15,0.51,13.4,Low
LPIS-61704013424_46A,Fallow,4.599999904632568,0.725,0.554,,11.9,15,0.81,10.2,Low
LPIS-61474012813_5B,Winter Wheat,4.590000152587891,0.805,0.657,,16.3,15,0.47,15.6,Low
LPIS-61604037399_9A,Winter Barley,4.590000152587891,0.872,0.701,,10.8,15,0.61,32.3,Moderate
LPIS-61644031571_7A,Ley / Grass,4.590000152587891,0.796,0.553,,9.5,40,0.65,33.7,Moderate
LPIS-61654017510_23A,Maize,4.590000152587891,0.361,0.234,,73,40,0.6,23.5,Low
LPIS-61613954489_48A,Winter Wheat,4.590000152587891,0.309,0.195,,51.7,40,0.5,21.2,Low
LPIS-61554069466_3A,Unknown,4.579999923706055,0.649,0.515,,32,15,0.5,12.1,Low
LPIS-61513908991_12A,Spring Barley,4.579999923706055,0.853,0.668,,6.7,15,0.37,24.7,Low
LPIS-61684038601_9A,Maize,4.579999923706055,0.352,0.226,,72.1,40,0.7,23.3,Low
LPIS-61623999677_83A,Ley / Grass,4.570000171661377,0.757,0.489,,21.4,40,0.67,27.1,Low
LPIS-61574022113_55A,Winter Barley,4.570000171661377,0.812,0.663,,21.7,40,0.91,26.8,Low
LPIS-61624025363_10A,Ley / Grass,4.570000171661377,0.782,0.522,,6.7,15,0.51,21.5,Low
LPIS-61534057618_5C,Rapeseed,4.570000171661377,0.727,0.586,,8.8,15,0.43,9.9,Low
LPIS-61613962136_16A,Winter Wheat,4.550000190734863,0.753,0.566,,8.5,15,0.61,9.3,Low
LPIS-61604050833_106A,Ley / Grass,4.550000190734863,0.595,0.374,,17.9,40,0.59,17.7,Low
LPIS-61743974580_1B,Winter Wheat,4.550000190734863,0.802,0.613,,6.7,40,0.44,22.3,Low
LPIS-61514058265_48B,Ley / Grass,4.550000190734863,0.75,0.509,,24.3,15,0.37,17.4,Low
LPIS-61624030444_72A,Ley / Grass,4.550000190734863,0.726,0.478,,11.7,40,0.72,20.3,Low
LPIS-61704017205_13A,Spring Barley,4.539999961853027,0.762,0.603,,16.4,15,0.65,10.5,Low
LPIS-61584039054_108A,Ley / Grass,4.539999961853027,0.656,0.428,,21.5,15,0.6,9.4,Low
LPIS-61534029408_4A,Sugar Beet,4.53000020980835,0.721,0.566,,12.7,15,0.59,10.1,Low
LPIS-61474028203_8A,Winter Wheat,4.519999980926514,0.847,0.664,,10.3,15,0.55,23.9,Low
LPIS-61514030769_21A,Winter Wheat,4.519999980926514,0.69,0.516,,12.3,40,0.75,18.6,Low
LPIS-61564020712_20A,Sugar Beet,4.510000228881836,0.81,0.578,,8.1,40,0.43,24.8,Low
LPIS-61813989571_15A,Ley / Grass,4.510000228881836,0.413,0.234,,23.5,15,0.97,8.5,Low
LPIS-61614054611_15A,Ley / Grass,4.510000228881836,0.657,0.432,,20.5,15,0.56,9.3,Low
LPIS-61574045080_21A,Ley / Grass,4.5,0.676,0.455,,18,40,0.71,18.3,Low
LPIS-61683940297_20A,Sugar Beet,4.5,0.689,0.446,,8,40,0.59,17,Low
LPIS-61534040102_29A,Ley / Grass,4.5,0.655,0.42,,17.9,40,0.91,17.9,Low
LPIS-61514006760_58A,Unknown,4.5,0.536,0.364,,34.4,40,0.79,20,Low
LPIS-61494010514_31A,Winter Wheat,4.489999771118164,0.617,0.445,,22.7,15,0.48,10.3,Low
LPIS-61463995110_9B,Oats,4.480000019073486,0.706,0.478,,9.9,15,0.56,8.5,Low
LPIS-61544047809_2A,Rapeseed,4.480000019073486,0.842,0.666,,8.6,15,0.71,25.2,Low
LPIS-61723986824_10A,Rapeseed,4.46999979019165,0.695,0.477,,14,15,0.93,9,Low
LPIS-61623964910_21A,Ley / Grass,4.46999979019165,0.609,0.401,,13.3,15,0.49,8.6,Low
LPIS-61624013412_22A,Winter Wheat,4.46999979019165,0.724,0.49,,24,40,0.62,18.9,Low
LPIS-61733973292_2A,Unknown,4.46999979019165,0.655,0.423,,18.5,15,0.83,9,Low
LPIS-61674013306_5A,Ley / Grass,4.46999979019165,0.697,0.436,,13.8,40,0.61,17.3,Low
LPIS-61564032977_112A,Rapeseed,4.460000038146973,0.797,0.602,,17.3,15,0.68,17.3,Low
LPIS-61593978812_2A,Winter Wheat,4.460000038146973,0.657,0.477,,14.6,15,0.43,9.6,Low
LPIS-61584038363_1A,Ley / Grass,4.460000038146973,0.72,0.473,,17.7,40,0.56,19.9,Low
LPIS-61703988194_179A,Spring Barley,4.449999809265137,0.791,0.611,,8.4,15,0.62,12.5,Low
LPIS-61554003413_1A,Winter Barley,4.449999809265137,0.851,0.65,,4.5,15,0.56,25.8,Low
LPIS-61783957156_3A,Ley / Grass,4.449999809265137,0.604,0.397,,20.2,95,0.63,38.1,Moderate
LPIS-61703922094_19A,Ley / Grass,4.449999809265137,0.608,0.387,,20.1,15,0.57,9.1,Low
LPIS-61683971445_18A,Ley / Grass,4.449999809265137,0.742,0.528,,15.2,15,0.85,15.5,Low
LPIS-61494022857_51A,Unknown,4.440000057220459,0.447,0.282,,38.5,15,0.51,10.8,Low
LPIS-61564015936_27A,Winter Wheat,4.440000057220459,0.67,0.451,,18.1,40,0.59,18.3,Low
LPIS-61634061560_6A,Unknown,4.429999828338623,0.654,0.437,,18,40,0.52,18.2,Low
LPIS-61584068584_71A,Winter Wheat,4.429999828338623,0.687,0.532,,22.7,40,0.55,20,Low
LPIS-61544052941_111B,Spring Barley,4.420000076293945,0.681,0.47,,8.9,15,0.33,8.6,Low
LPIS-61553944845_9A,Rapeseed,4.420000076293945,0.799,0.625,,13.9,15,0.42,17.7,Low
LPIS-61674015229_8A,Ley / Grass,4.420000076293945,0.656,0.417,,24.3,40,0.56,18.5,Low
LPIS-61573965678_219A,Ley / Grass,4.409999847412109,0.858,0.593,,3.4,40,0.71,44.7,Moderate
LPIS-61623997075_46A,Ley / Grass,4.400000095367432,0.803,0.538,,12.2,40,0.74,34.9,Moderate
LPIS-61743945993_74A,Ley / Grass,4.389999866485596,0.828,0.551,,11.6,40,0.67,39.5,Moderate
LPIS-61543968657_22A,Rapeseed,4.380000114440918,0.884,0.665,,7.1,15,0.54,32.4,Moderate
LPIS-61544051768_114C,Rapeseed,4.380000114440918,0.686,0.469,,11.8,40,0.58,17.8,Low
LPIS-61513947651_7A,Rapeseed,4.360000133514404,0.774,0.588,,15.6,15,0.63,13,Low
LPIS-61604008334_3B,Winter Wheat,4.360000133514404,0.829,0.566,,5.6,15,0.81,18.2,Low
LPIS-61573999166_166A,Winter Wheat,4.360000133514404,0.814,0.554,,9.9,15,0.56,15.4,Low
LPIS-61514044055_24A,Winter Wheat,4.360000133514404,0.774,0.588,,14.4,15,0.36,10,Low
LPIS-61554003413_1C,Rapeseed,4.349999904632568,0.802,0.614,,10.8,40,0.6,26.7,Low
LPIS-61564079222_26A,Winter Wheat,4.349999904632568,0.691,0.566,,10.6,15,0.61,10.3,Low
LPIS-61553980804_7A,Winter Wheat,4.349999904632568,0.743,0.576,,17.7,15,0.66,10.5,Low
LPIS-61743971155_4A,Winter Wheat,4.349999904632568,0.821,0.628,,4.9,40,0.71,26.5,Low
LPIS-61544062487_3B,Winter Wheat,4.349999904632568,0.677,0.437,,12.3,15,0.34,8.4,Low
LPIS-61583958406_2A,Winter Wheat,4.340000152587891,0.734,0.565,,11,40,0.49,18.7,Low
LPIS-61713999909_86A,Spring Barley,4.340000152587891,0.701,0.547,,7,15,0.63,9.5,Low
LPIS-61733952528_10A,Ley / Grass,4.329999923706055,0.687,0.436,,13.9,40,0.73,17.4,Low
LPIS-61584051895_167A,Rapeseed,4.320000171661377,0.781,0.616,,21.2,15,0.61,15.1,Low
LPIS-61663976009_19A,Ley / Grass,4.320000171661377,0.754,0.509,,14.5,40,0.44,26.2,Low
LPIS-61604055418_131A,Winter Wheat,4.320000171661377,0.78,0.523,,13.2,15,0.64,8.8,Low
LPIS-61513993330_17A,Winter Wheat,4.320000171661377,0.868,0.671,,4.8,40,0.62,36.9,Moderate
LPIS-61574036062_12A,Sugar Beet,4.309999942779541,0.755,0.527,,16.9,40,0.63,18.5,Low
LPIS-61593980315_32A,Rapeseed,4.309999942779541,0.816,0.603,,18.4,15,0.56,20.8,Low
LPIS-61524009380_91A,Sugar Beet,4.309999942779541,0.691,0.481,,17.2,15,0.62,9.5,Low
LPIS-61763969448_3A,Fallow,4.309999942779541,0.59,0.357,,20.2,40,0.58,17.7,Low
LPIS-61524031831_2A,Winter Wheat,4.309999942779541,0.818,0.636,,21.3,40,0.65,27.5,Low
LPIS-61633999572_2A,Spring Barley,4.300000190734863,0.689,0.428,,19.3,40,0.52,17.8,Low
LPIS-61684009354_403A,Rapeseed,4.300000190734863,0.737,0.542,,24.2,40,0.69,19.7,Low
LPIS-61594060445_76A,Rapeseed,4.300000190734863,0.682,0.514,,25.5,15,0.45,11,Low
LPIS-61713977962_91A,Winter Wheat,4.289999961853027,0.821,0.582,,8.3,40,0.56,26.1,Low
LPIS-61494016627_44A,Spring Barley,4.289999961853027,0.819,0.663,,16.6,15,0.58,19.3,Low
LPIS-61724021627_193A,Ley / Grass,4.289999961853027,0.749,0.542,,9,40,0.86,25.2,Low
LPIS-61733999694_1A,Unknown,4.269999980926514,0.658,0.422,,21.5,40,0.54,18.2,Low
LPIS-61503982730_63A,Rapeseed,4.269999980926514,0.837,0.673,,7.2,40,0.57,33.4,Moderate
LPIS-61763945947_22A,Rapeseed,4.269999980926514,0.715,0.538,,17.7,40,0.61,19.2,Low
LPIS-61594064308_61A,Spring Barley,4.269999980926514,0.791,0.532,,11.6,40,0.49,20.5,Low
LPIS-61723980872_16A,Winter Wheat,4.260000228881836,0.719,0.558,,8.7,40,0.75,18.6,Low
LPIS-61574004754_5A,Winter Wheat,4.260000228881836,0.82,0.644,,15.9,15,0.55,18.5,Low
LPIS-61634001101_19A,Ley / Grass,4.260000228881836,0.679,0.441,,14.2,40,0.51,17.6,Low
LPIS-61683911399_3A,Ley / Grass,4.260000228881836,0.709,0.448,,11.2,40,0.72,17.1,Low
LPIS-61703925637_7A,Ley / Grass,4.25,0.442,0.27,,24.7,15,0.69,9.2,Low
LPIS-61544048223_1B,Winter Wheat,4.25,0.858,0.688,,12.8,15,0.6,26.9,Low
LPIS-61594027893_16A,Spring Barley,4.25,0.722,0.532,,8,15,0.56,9,Low
LPIS-61664002756_5A,Unknown,4.239999771118164,0.675,0.417,,19.9,40,0.64,17.8,Low
LPIS-61594002466_11A,Ley / Grass,4.239999771118164,0.706,0.449,,13.8,40,0.78,17.4,Low
LPIS-61624044773_15A,Ley / Grass,4.230000019073486,0.715,0.533,,12.1,40,0.47,19.5,Low
LPIS-61604065228_156A,Rapeseed,4.230000019073486,0.832,0.657,,7.9,40,0.71,32.3,Moderate
LPIS-61654003511_52A,Winter Wheat,4.230000019073486,0.747,0.493,,16.9,40,0.5,18,Low
LPIS-61653976065_3A,Ley / Grass,4.21999979019165,0.829,0.587,,12.3,40,0.6,40.3,Moderate
LPIS-61683978989_4A,Ley / Grass,4.210000038146973,0.745,0.492,,13.2,40,0.7,24.1,Low
LPIS-61524039852_1A,Ley / Grass,4.210000038146973,0.766,0.5,,10.7,40,0.72,27.8,Low
LPIS-61733984476_6A,Unknown,4.210000038146973,0.733,0.499,,18.7,40,0.69,28.4,Low
LPIS-61624026243_4A,Ley / Grass,4.210000038146973,0.764,0.5,,7.5,15,0.81,18,Low
LPIS-61534036236_8A,Ley / Grass,4.199999809265137,0.557,0.355,,25.8,40,0.53,18.6,Low
LPIS-61763960114_9A,Ley / Grass,4.199999809265137,0.622,0.377,,12.3,40,0.6,16.9,Low
LPIS-61644051903_3A,Unknown,4.190000057220459,0.7,0.474,,21.4,40,0.56,21.9,Low
LPIS-61604019980_10A,Ley / Grass,4.190000057220459,0.635,0.411,,22.5,15,0.55,9.4,Low
LPIS-61644052648_95A,Ley / Grass,4.190000057220459,0.74,0.495,,22.9,70,0.55,35,Moderate
LPIS-61683962266_10A,Ley / Grass,4.179999828338623,0.759,0.499,,8.7,40,0.84,26.2,Low
LPIS-61624046046_22A,Spring Barley,4.179999828338623,0.644,0.464,,11.8,40,0.4,18.2,Low
LPIS-61634014074_300A,Fallow,4.179999828338623,0.753,0.521,,10,40,0.75,23.2,Low
LPIS-61733977507_45A,Spring Barley,4.179999828338623,0.829,0.609,,7,15,0.62,19.4,Low
LPIS-61664035480_7A,Unknown,4.159999847412109,0.649,0.428,,20.9,15,0.53,9.4,Low
LPIS-61693968560_7A,Ley / Grass,4.159999847412109,0.726,0.514,,11,40,0.73,20.9,Low
LPIS-61564025547_31A,Rapeseed,4.159999847412109,0.733,0.583,,20.9,40,0.49,20,Low
LPIS-61623995035_43A,Ley / Grass,4.150000095367432,0.802,0.535,,18,15,0.61,26.4,Low
LPIS-61583979604_3A,Spring Barley,4.150000095367432,0.862,0.705,,11.4,15,0.7,27.3,Low
LPIS-61684014236_4A,Unknown,4.139999866485596,0.602,0.405,,19.1,40,0.45,18.4,Low
LPIS-61584054851_13A,Winter Wheat,4.139999866485596,0.805,0.637,,22.4,40,0.41,24.8,Low
LPIS-61553970190_24A,Winter Wheat,4.139999866485596,0.719,0.555,,13.3,15,0.54,10,Low
LPIS-61714025527_17A,Spring Barley,4.139999866485596,0.705,0.548,,13.8,15,0.76,10.1,Low
LPIS-61544008082_5A,Rapeseed,4.139999866485596,0.657,0.492,,11.8,40,0.67,18.6,Low
LPIS-61624041928_24A,Ley / Grass,4.130000114440918,0.688,0.429,,15.6,40,0.57,17.4,Low
LPIS-61713976896_11A,Spring Barley,4.130000114440918,0.829,0.648,,16.6,15,0.86,20.8,Low
LPIS-61643988325_6A,Ley / Grass,4.130000114440918,0.831,0.591,,10.9,40,0.62,40.6,Moderate
LPIS-61523930268_10A,Rapeseed,4.119999885559082,0.791,0.597,,31.7,15,0.85,17.7,Low
LPIS-61544015173_89A,Rapeseed,4.119999885559082,0.663,0.473,,19,15,0.52,9.9,Low
LPIS-61683949191_2A,Ley / Grass,4.119999885559082,0.829,0.616,,15.7,15,0.55,32.1,Moderate
LPIS-61763968373_2B,Fallow,4.119999885559082,0.593,0.353,,21.7,40,0.55,17.7,Low
LPIS-61674009247_8A,Ley / Grass,4.119999885559082,0.814,0.535,,10.5,40,0.73,36.6,Moderate
LPIS-61663987188_8A,Ley / Grass,4.119999885559082,0.894,0.669,,6,40,0.61,52.2,Moderate
LPIS-61573955934_4G,Fallow,4.110000133514404,0.849,0.687,,7.3,15,0.66,32.9,Moderate
LPIS-61554001170_2B,Peas,4.099999904632568,0.793,0.591,,8.7,40,0.78,25.1,Low
LPIS-61583993142_36B,Rapeseed,4.099999904632568,0.791,0.613,,8.3,15,0.65,15.6,Low
LPIS-61773985346_17G,Sugar Beet,4.099999904632568,0.714,0.514,,26.3,40,0.65,19.7,Low
LPIS-61564046449_19A,Unknown,4.099999904632568,0.804,0.648,,12,15,0.7,42.2,Moderate
LPIS-61503983772_54A,Rapeseed,4.099999904632568,0.818,0.645,,12.9,40,0.52,30.2,Moderate
LPIS-61614022518_5A,Rapeseed,4.090000152587891,0.793,0.649,,35.9,15,0.51,19.2,Low
LPIS-61693961265_9A,Ley / Grass,4.090000152587891,0.641,0.45,,26,40,0.67,19.4,Low
LPIS-61473947445_6B,Unknown,4.090000152587891,0.69,0.502,,15.3,40,0.76,19.7,Low
LPIS-61743943167_80A,Ley / Grass,4.090000152587891,0.775,0.514,,10.6,40,0.61,29.5,Low
LPIS-61624052824_2A,Ley / Grass,4.090000152587891,0.78,0.519,,6.3,40,0.47,30,Moderate
LPIS-61604011734_2A,Ley / Grass,4.079999923706055,0.636,0.425,,22.2,15,0.84,9.6,Low
LPIS-61763946935_2A,Spring Barley,4.079999923706055,0.685,0.519,,19.3,15,0.76,10.4,Low
LPIS-61674010076_3A,Rapeseed,4.079999923706055,0.735,0.473,,13.4,70,0.22,28.3,Low
LPIS-61603953832_16A,Ley / Grass,4.079999923706055,0.661,0.406,,13.8,40,0.66,17.1,Low
LPIS-61604062780_65A,Ley / Grass,4.070000171661377,0.639,0.419,,25.9,40,0.58,18.9,Low
LPIS-61574014625_6A,Winter Wheat,4.070000171661377,0.607,0.449,,43.8,15,0.52,12.7,Low
LPIS-61564022830_43B,Rye,4.070000171661377,0.809,0.586,,12.9,40,0.57,36.1,Moderate
LPIS-61513971590_101A,Winter Wheat,4.070000171661377,0.775,0.524,,16.4,15,0.8,9.2,Low
LPIS-61683921823_125A,Ley / Grass,4.059999942779541,0.867,0.618,,3.2,70,0.67,68.7,High
LPIS-61713998638_2A,Rapeseed,4.059999942779541,0.733,0.547,,12.3,15,0.59,9.6,Low
LPIS-61593957372_3A,Fallow,4.059999942779541,0.456,0.319,,50.8,15,0.58,12.9,Low
LPIS-61713964448_14A,Ley / Grass,4.059999942779541,0.727,0.455,,8.3,40,0.53,19.8,Low
LPIS-61564053882_158A,Winter Wheat,4.059999942779541,0.679,0.544,,9.1,40,0.53,18.9,Low
LPIS-61564047947_164A,Ley / Grass,4.050000190734863,0.69,0.445,,11.8,15,0.71,8.3,Low
LPIS-61783972261_174B,Ley / Grass,4.050000190734863,0.625,0.416,,20.2,40,0.6,18.4,Low
LPIS-61523929292_89A,Unknown,4.050000190734863,0.789,0.615,,11.5,15,0.67,31.6,Moderate
LPIS-61533932968_67C,Spring Barley,4.039999961853027,0.737,0.579,,10,15,0.45,9.8,Low
LPIS-61753971384_1A,Ley / Grass,4.039999961853027,0.871,0.592,,3.6,70,0.66,69.3,High
LPIS-61534032954_31A,Ley / Grass,4.039999961853027,0.75,0.483,,11.5,15,0.74,15.7,Low
LPIS-61753985612_18A,Ley / Grass,4.03000020980835,0.657,0.42,,22.5,40,0.6,18.3,Low
LPIS-61624016188_3A,Fallow,4.03000020980835,0.782,0.513,,8,15,0.54,18.9,Low
LPIS-61703931624_39A,Ley / Grass,4.03000020980835,0.743,0.522,,8.3,40,0.48,23.8,Low
LPIS-61624022147_60A,Ley / Grass,4.03000020980835,0.874,0.679,,9.2,40,0.75,59,Moderate
LPIS-61823965201_93A,Ley / Grass,4.03000020980835,0.601,0.376,,21.8,40,0.62,18.1,Low
LPIS-61823965866_95A,Ley / Grass,4.019999980926514,0.617,0.393,,20,40,0.87,18,Low
LPIS-61723940215_26A,Spring Barley,4.019999980926514,0.777,0.568,,10.4,40,0.72,18.4,Low
LPIS-61553966888_3C,Spring Barley,4.019999980926514,0.829,0.589,,2.2,15,0.64,18.7,Low
LPIS-61513963325_22A,Oats,4.019999980926514,0.8,0.542,,10.5,15,0.67,19.5,Low
LPIS-61724003557_103A,Winter Wheat,4.019999980926514,0.758,0.495,,13.3,40,0.76,17.6,Low
LPIS-61563996387_10E,Winter Wheat,4.010000228881836,0.864,0.672,,9.6,15,0.41,27.7,Low
LPIS-61563996387_10A,Winter Wheat,4,0.832,0.585,,5.2,15,0.42,19.1,Low
LPIS-61724019376_1A,Spring Barley,4,0.773,0.582,,12.3,40,0.58,18.7,Low
LPIS-61683954337_48A,Ley / Grass,4,0.664,0.425,,8,15,0.62,7.9,Low
LPIS-61513949821_1B,Winter Wheat,4,0.85,0.65,,16.3,15,0.83,24.9,Low
LPIS-61723952714_33A,Winter Wheat,4,0.663,0.429,,17.1,40,0.8,17.9,Low
LPIS-61673989350_14A,Winter Wheat,4,0.885,0.691,,8.1,40,0.41,41.3,Moderate
LPIS-61514002961_1A,Rye,4,0.732,0.488,,16.1,15,0.57,9,Low
LPIS-61753938837_104C,Ley / Grass,3.990000009536743,0.76,0.566,,14.3,40,0.68,28.1,Low
LPIS-61763967439_1A,Ley / Grass,3.990000009536743,0.697,0.44,,22.5,40,0.36,18.2,Low
LPIS-61553979733_1A,Maize,3.9800000190734863,0.797,0.555,,6.4,15,0.58,23.7,Low
LPIS-61473960707_9B,Rapeseed,3.9800000190734863,0.697,0.528,,12.3,15,0.56,9.7,Low
LPIS-61533961302_4A,Ley / Grass,3.9800000190734863,0.866,0.66,,16,15,0.81,46.9,Moderate
LPIS-61513951640_1B,Winter Wheat,3.9800000190734863,0.886,0.664,,4.6,15,0.53,31.8,Moderate
LPIS-61524012144_22A,Rapeseed,3.9700000286102295,0.819,0.617,,12.3,40,0.42,29.9,Low
LPIS-61453993569_3A,Fallow,3.9700000286102295,0.609,0.403,,14.6,15,0.47,8.8,Low
LPIS-61773978524_100A,Ley / Grass,3.9700000286102295,0.686,0.445,,11.3,70,0.65,28.1,Low
LPIS-61633997989_1A,Spring Barley,3.9700000286102295,0.703,0.44,,14,40,0.58,17.3,Low
LPIS-61584047138_5A,Ley / Grass,3.9700000286102295,0.692,0.456,,16.2,40,0.66,17.9,Low
LPIS-61504037328_2A,Rapeseed,3.9600000381469727,0.601,0.392,,22.7,15,0.46,9.5,Low
LPIS-61503952967_1D,Fallow,3.9600000381469727,0.826,0.578,,5.9,15,0.61,27.1,Low
LPIS-61763961412_8A,Ley / Grass,3.9600000381469727,0.648,0.381,,13.1,40,0.54,16.8,Low
LPIS-61564061708_12A,Spring Barley,3.9600000381469727,0.695,0.554,,8,15,0.56,9.8,Low
LPIS-61613965133_16A,Ley / Grass,3.950000047683716,0.702,0.454,,7.4,15,0.76,7.9,Low
LPIS-61584045337_4A,Ley / Grass,3.950000047683716,0.628,0.412,,17,40,0.54,18,Low
LPIS-61593983712_33A,Rapeseed,3.950000047683716,0.876,0.654,,3.7,15,0.54,30.6,Moderate
LPIS-61664029589_150A,Maize,3.950000047683716,0.329,0.218,,60.8,15,0.62,13.4,Low
LPIS-61553966888_3E,Ley / Grass,3.940000057220459,0.863,0.665,,4.9,15,0.49,45.1,Moderate
